Mã,ROA (%),ROE (%),ROS (%)
BLN,0.12780037488983312,0.5171957606125943,0.17780058576077143
BLT,8.412262921970934,9.793864227055229,1.413893260640122
BLW,6.775507758173369,7.245431456790737,14.767906485936372
BMC,6.515051113720309,7.365307015806182,6.597819216848774
BMD,7.6017026664652665,19.958871355956813,7.6168183531446845
BMF,9.539425630304638,13.075819311537199,1.6681313146765298
BMG,7.926315063000372,14.09138106669201,3.9668649790641193
BMI,2.979789140424081,8.478068420563881,5.148845626650346
BMJ,13.405785541494508,21.756010800881846,22.21853428115848
BMK,,,
BMN,5.06631870506564,14.666790366544205,4.19090226540177
BMP,17.288440670572257,21.144259009586538,11.152916901988236
BMS,5.4545287348003395,7.300677224385703,10.677573003497788
BMV,0.9525569063600297,1.244200067842066,0.4886287079982567
BNA,10.285311875744894,20.389707545069967,5.422834163355233
BNW,5.5184279189371646,8.327813230113117,18.693707421912418
BOT,-6.553091122057289,-24.14952418424902,-375.3088780127534
BPC,2.584654380373027,5.465972094989954,2.1343759300270633
BQB,-15.054954812977861,-16.84391358027811,-29.531759282767627
BRC,7.183126381696704,10.221993799071956,7.317804877660661
BRR,7.015011835452048,8.420956758155418,27.735282528496853
BRS,14.803008732697922,23.36098246165325,12.922316044745338
BSA,4.308453983279153,9.553511852785874,22.666845400201595
BSC,2.2078587714432096,2.364107781019331,7.104111595854072
BSD,6.194738687864043,20.02025645842248,4.865422305966409
BSG,-7.2360983734071915,-14.332872611064449,-12.432282023540694
BSH,5.433915962538308,8.558372031812352,4.212742833933146
BSI,4.360962276370841,8.546704672157654,13.958773883922108
BSL,5.004243239759446,6.964123272569768,4.8552491338614265
BSP,2.739586063526813,4.9537849400592675,3.2675440119224275
BSQ,9.14386013836981,15.884458703874929,9.869788891600505
BSR,-5.113392742783735,-9.20061137469189,-4.931282365344301
BST,8.350040167948611,10.828196301853717,2.4766347444927814
BT1,5.818653159499644,10.624835865523998,3.3380594041374603
BT6,,,
BTB,0.30368040408921154,0.7104865733509054,0.5828749546119035
BTD,6.984062603814987,19.910424375469926,4.586698412432204
BTG,0.6974156790621062,0.7196003093096073,0.47252307414468375
BTH,5.107049964487393,5.265896028899995,320.63007046640746
BTN,-6.690600643407279,-11.750710172215424,-41.11716466583263
BTP,4.733954754306504,6.616217002705442,10.788094144653792
BTS,0.5294338711604429,1.2361307063143432,0.5637295197014934
BTT,3.399607086310072,4.624251096335503,10.066489619776862
BTU,10.721567253009058,15.353473948886931,9.633300750203912
BTV,-10.651575092441663,-18.547410116214138,-10.349666741434572
BTW,12.597709328889673,17.08427428287935,7.910472772887764
BVB,0.26326004993554913,4.134740472137104,
BVG,-3.578047931477004,-8.33074618982551,-4.363099473684837
BVH,1.1268461252727509,7.923664926830214,4.77883459807638
BVL,1.7552211300820852,2.471955125395963,2.1124742148649878
BVN,-3.0003509080560598,-7.890188457948144,-16.031394603703692
BVS,3.8787117779576197,7.061240396285813,23.303915304832433
BWA,6.057625672358811,6.7161373003801454,9.083122800905603
BWE,6.493337069079037,15.704725331276576,17.698204503581582
BWS,21.923906796296983,24.144522253459602,34.375833517559926
BXH,2.773697984140643,6.8735795545175655,1.9583527437032602
C12,,,
C21,0.6663840633470604,0.8085596515882519,6.6927248101636065
C22,4.960221221665854,12.886483028429211,2.1524250534115064
C32,8.516623778208007,15.104009426603515,13.022502148467554
C47,1.131445666926363,6.033397953780142,1.4875582271020245
C4G,0.8697563838960571,5.553191205187397,3.0827803667293594
C69,2.801378577699215,4.082475041264059,3.9225764597739103
C92,0.4433957966321152,2.5847318213860477,0.8069622269622037
CAB,4.245863030729937,13.317798496096147,3.5534233770621273
CAD,-304.8941352614363,7.4777817961314925,-365.8272231362354
CAF,,,
CAG,2.9869412841337937,3.108877005207485,8.025846134355225
CAN,4.558636459380151,13.976708321402251,2.467022426083277
CAP,21.06259250625261,50.46326680535106,9.421328042633416
CAR,,,
CAT,14.459927683945509,34.590251666471325,6.244511092790756
CAV,7.016062088520456,22.375908816499464,3.71960680021852
CBI,3.8608280261671744,75.24625740324585,3.340115032149223
CBS,33.851821523195625,47.756980362490346,23.15990830244559
CBV,12.719629043432496,16.35024039171615,11.07114154935257
CC1,0.40169403311023655,2.148181924380803,0.5801069911141216
CC4,0.39085080128452543,1.0115481116221292,1.3125467501115138
CCA,0.7605250605942482,2.623223549244693,0.8667713250775356
CCC,,,
CCD,,,
CCI,4.350522224382742,10.944961186393726,10.381139963922962
CCL,6.179302787045905,12.317919269447854,7.925926147172792
CCM,13.118640132869878,20.90268731743015,6.651602571077378
CCP,0.05162480596810231,0.07198190308368992,0.021182204358467887
CCR,7.384587193677872,8.491969766030653,17.212928318507107
CCS,8.5387736473305,9.078308945533994,55.342641660943045
CCT,0.3726542587643685,0.516498383563903,1.2021414212108263
CCV,4.7459718833264315,28.153034588868863,7.5904207515198605
CDC,3.361413222319936,11.108658377023964,8.632392678880818
CDG,7.951506335402284,9.777904377088797,14.625906456009702
CDH,,,
CDN,12.172380852760055,14.894877373773358,23.15159516364541
CDO,-4.335209816550797,-4.81997429367546,-132.94994070338174
CDP,0.8343008629924783,8.825878144721443,0.6310774096911351
CDR,0.7190032769251464,2.26238403167224,0.3701159315009603
CE1,1.9018483290955832,3.9843777222397674,3.1085072373196523
CEG,1.5319330917643768,3.724771044314681,3.2817678193900504
CEN,0.41720217290595174,0.6190182292129395,0.34558885215128826
CEO,-1.3887800704788176,-2.9887410531737864,-7.803180245335661
CET,0.7137791700390494,0.9170985566218111,2.115715174066296
CFM,-1.5880301524287197,-1.683929508411201,-14.07365499457112
CFV,2.391448405762979,4.046106243892571,2.454026373239969
CGV,0.09630886113388135,0.11910194143169403,0.13966469920342445
CH5,3.3816175584280495,7.995336100119682,4.311911972631743
CHC,5.2982391969512905,19.585875351542093,2.9421926047719973
CHP,7.879722615600011,14.69864708767385,33.51760737008549
CHS,7.986091672533796,11.499259205970732,8.208073552920215
CI5,0.22477789006481252,0.7013301342720778,0.17360228935104755
CIA,-11.511054886044969,-14.802153128701617,-46.69355993214597
CID,6.767820292738694,7.864094900671336,16.29928778342446
CIG,-25.457573866158317,-112.44657811122123,-682.9126737318097
CII,1.5975330443980802,6.062768677257052,8.78331935659605
CIP,-3.910473719117876,-49.98443321254551,-12.461994360963807
CJC,1.84982650643792,6.148747363766137,1.073984668113477
CK8,1.3955694234565772,-6.545962302039032,11.641071666790834
CKA,12.837361327923496,20.743704025529656,14.128606816324954
CKD,11.482649884552282,22.314752760317543,10.282723147992705
CKG,2.479910129447211,18.163582095372124,10.426409420162404
CKV,0.2842414671844138,0.5366677528040124,0.1038533608031738
CLC,14.144882033281297,17.64861559378681,6.787609310662934
CLG,,,
CLH,14.972230811818335,24.2712822225807,6.430912345049528
CLL,13.96354758251565,15.227122171395791,25.511275012768746
CLM,3.8406050877583913,23.92329247525104,0.6180682863341685
CLW,5.6853806670148295,12.407761920119913,2.3760198073091328
CLX,7.118979331606852,12.068632752233428,30.049689425781885
CMC,0.2965392414317969,0.7107637459491384,0.5719700002215224
CMD,17.24655069988969,31.788092034870612,6.090660587506673
CMF,17.66226028014066,32.84372055567255,7.892192971619684
CMG,4.63721509107878,10.087183781597018,4.804346450752807
CMI,-6.725779239979164,9.318688691405857,-44.897984840612764
CMK,1.3606464079194094,10.458065217055712,1.0673666396347947
CMM,3.3167961697323833,6.951292269506595,3.9572284767397194
CMN,8.823468168122186,15.485117249773662,3.6203078437757967
CMP,1.9878943291766753,3.8026777807254843,9.995475166622072
CMS,-3.7229088100784393,-6.873258215327032,-5.021830890020145
CMT,5.920759550785943,14.567514495863202,3.5902761855227205
CMV,3.0499217876747955,9.33860818153138,0.43750840876458313
CMW,2.9530152898791395,5.9792049075495095,8.131921932257066
CMX,4.029344557852137,10.784536980187859,4.221904885080906
CNA,-0.8338963237769057,-2.5138219891470306,-1.9298981175861503
CNC,12.552672545632825,23.10876820442894,7.067756024491634
CNG,4.795351864342744,10.014137860752689,2.181772505970545
CNN,1.434923053926364,8.448153877229153,2.905276821079603
CNT,17.5454190748656,198.9142881522793,23.281077470692097
COM,7.427879363930644,8.367460295315812,1.2773991664043052
CPA,-15.69998354279783,-25.67271315229406,-29.601407091343418
CPC,8.084481848883744,12.671473811686676,5.384805132717923
CPH,8.059266065424387,18.212940456058455,8.324218528784659
CPI,1.3420555026630243,-2.221010479380897,1.3995141573925194
CQN,4.474185571733845,7.350209281660796,4.354963771673077
CQT,4.561308147785339,19.76840670212313,5.350139244435574
CRC,0.7831049722667214,2.740180037986646,0.8448945373782343
CRE,7.87190633481491,14.675133039875579,14.167848651809958
CRV,,,
CSC,6.294611181398263,18.95953211820606,41.0263129699601
CSI,7.714534571428964,7.820534013661357,43.622609621131566
CSM,2.37752029040317,7.108159774782259,1.9322276230560054
CST,1.5082593243583742,7.801392381380485,1.794178524342702
CSV,13.876707990253845,17.947493300357156,13.463669442860542
CT3,0.5125131373654438,2.8150667059359016,1.0417678043476497
CT6,0.44296768139445786,1.800473685364979,0.4827208332496107
CTA,,,
CTB,6.0189486171870135,14.837282161172945,7.337699901787412
CTC,0.4026120838994629,1.012473766241827,0.907141055922037
CTD,2.3631030752602538,3.983419980717036,2.298064924380533
CTF,0.09060739476074522,0.2687069236549816,0.025343930195378225
CTG,1.0255598627426012,16.107051471556733,
CTI,2.2360169304798885,7.509764496157008,11.074747467746207
CTN,,,
CTP,0.021970535402968668,0.032630475610348424,0.04499386393023301
CTR,7.067985670406521,25.84448934394511,4.311468846942492
CTS,2.9994430676324577,8.917757168746252,21.049292702909824
CTT,1.7717610520179827,15.642671157122475,0.6499904306231633
CTW,7.578304364699498,11.25712222890305,16.689352961217686
CTX,-0.7874649347593361,-1.8732361201392198,-12.063712651765437
CVN,18.629154767423238,19.492490073014114,50.18551361514207
CVT,8.65363699659965,15.79644357511773,9.226582969239526
CX8,0.22665401079943048,0.7648945933348272,0.42476211751243376
CYC,-5.553966149929456,37.74993187129385,-5.778427791771225
D11,5.2290614719020585,26.43538861645941,18.134213216029956
D2D,13.382166438198398,27.659214391258207,75.04196380099374
DAC,-12.228288771337397,-33.72085622523886,-5.910866451102812
DAD,12.223439205345507,15.95115509597196,7.270778513682396
DAE,9.598616532530817,13.171087285632707,9.268950448800076
DAG,0.5615776370444916,1.4434099476998372,0.5560746849051408
DAH,-5.401027673438435,-10.094045584932216,-268.59276935213427
DAN,4.34849722504572,5.252265110160562,8.034588058500647
DAS,1.0694408510243665,2.520729445299959,0.3073140298769433
DAT,3.1675019417708694,8.033852642895546,2.403860206696583
DBC,13.862572258481165,33.28522184325679,13.972802117888113
DBD,10.982226829948157,15.967579228838503,12.558913797363378
DBM,6.871714833917335,11.093727316395684,2.702898807340837
DBT,1.5889651187442573,5.7690891993270075,1.7052220995506961
DC1,6.9534388939252425,26.89410426775311,4.450134026899351
DC2,4.78497881772217,28.871641492025912,3.626736793312658
DC4,5.176877523521325,8.719427633916094,6.912675082364945
DCF,2.667905233232015,3.862168650805992,4.1062830550001195
DCG,7.532120331968908,21.189796148207403,5.328069019814415
DCH,2.5099691149815264,3.02990392489489,5.970535188213119
DCL,3.828450040217754,7.098661208898418,10.268613818102562
DCM,7.599057086624636,10.471063206888818,8.761039976370903
DCR,0.7989621421295039,2.446897148996047,0.8753820671231557
DCS,0.036046407193608875,0.03790268617244842,0.7827745446534634
DCT,-5.527032414800908,21.167480404222815,-16.771678416387825
DDB,,,
DDG,2.0564548751569776,4.079873915369621,3.327932212798115
DDH,5.065340593019255,6.6603681805702895,4.476255685388409
DDM,-11.917534123293294,8.945301481805942,-35.50381878894202
DDN,2.3425808122408673,8.77424887469318,1.002725172918121
DDV,1.8655571062177463,2.2555711211879963,1.5077965937605642
DFC,3.545669910996857,10.375017098427287,1.534618803245531
DFF,1.2294426492661024,4.928827502057525,2.6163705496461085
DGC,16.134223965489326,23.3088450264766,15.202025141909376
DGT,7.03665462927465,34.330913893595515,12.73935728839878
DGW,8.711605990085475,23.07442787701355,2.1326171210033
DHA,20.670332362569336,22.924253370062576,25.693340521627285
DHB,-16.942137332192413,73.85987260788089,-52.34605595817556
DHC,17.157055087884267,28.096002346513416,13.572779767727933
DHD,4.822823423940811,8.21071442562267,4.459742503299087
DHG,16.60558139630869,20.69858915851112,19.664767587469843
DHM,-15.31114238934013,-28.57444819044297,-8.742133274917753
DHN,9.382622319688334,11.428950282597373,11.245423495073045
DHP,6.024720838853859,7.267302850522514,4.427711510331652
DHQ,,,
DHT,10.446092283360537,27.490085187147994,4.789935908050031
DIC,-8.258685366436042,-129.76885673985547,-11.170028046522123
DID,0.7159569469769775,1.4318796767156514,0.9548936486442527
DIG,6.104229477352399,15.070493836678567,29.024753632748656
DIH,0.1885874565290807,0.8043959408836663,0.4180599112437364
DKC,-5.065149304214259,-6.38981286056768,-8.296437596205239
DKG,,,
DKW,,,
DL1,2.6629346932357043,3.1935215874788105,18.781845663211875
DLD,-8.75553432784275,-25.25620668374222,-34.73853946287125
DLG,-11.296637596702395,-37.093840881160325,-45.70073269947466
DLH,,,
DLM,,,
DLR,-10.42528558323552,62.71539987434769,-23.69172554882997
DLT,1.3229411014675418,11.026253189237961,0.5152969963521153
DM7,8.540660855780539,19.821890739357276,5.477432315794814
DMC,12.263480338374572,13.649008233111596,12.365076823699898
DMH,,,
DMN,1.7831819918499137,4.397447863848726,1.583526814960562
DMS,2.225716165930776,3.549080237131249,0.6152106251430164
DNA,8.70069659143051,16.16301936818396,6.936776417065409
DNC,20.98947371269691,29.676344974600543,5.146905856497304
DND,6.532936161859258,10.11523372715121,6.795283468351395
DNE,7.679981941034832,16.133561637918852,4.676981400019716
DNH,7.906431780404219,11.385133073589488,39.16367660703584
DNL,11.838688215835488,16.474409080746774,7.279425890155493
DNM,7.254351999950509,30.453568558515737,5.303629523938631
DNN,9.881912835670427,17.640736809945846,26.113211421296377
DNP,0.2783177152662825,0.9831804676362431,0.8235953644160408
DNT,6.2636303693389435,8.309170461738145,3.3721327688637137
DNW,4.559071992553093,10.846027026762311,14.50495803571312
DO3,,,
DOC,1.9686364093575275,2.2717404937677528,0.7241181695980309
DOP,8.375141111270223,10.862935931925032,11.208317456211608
DP1,3.184843426522552,15.735486563384152,1.9706056398384248
DP2,-4.603472359761084,-15.89918278246905,-14.69461094506278
DP3,25.84302015786268,32.92283194206109,28.823435282018973
DPC,12.93790660754256,16.704325676860574,12.361085958886816
DPG,4.8946991153329895,16.777379780181572,11.138268874908446
DPH,8.962509297143782,12.189727024040856,9.600501278544488
DPM,6.209055957379366,8.50705953166475,9.039372272762641
DPP,7.537297954613736,14.120168669068878,1.9402271157838917
DPR,5.6070801618077875,9.104674655823926,18.60834751754528
DPS,,,
DQC,,,
DRC,10.544936443053224,15.191007746233524,7.028845694045022
DRG,1.1554818163950615,1.8573590520192165,3.835158170790841
DRH,2.036280923632375,5.981837666990889,65.37200492153087
DRI,2.0113254058157235,3.149724249484466,5.500031892008553
DRL,40.03927969147895,43.3576967621218,60.98040511125795
DS3,4.0034252169390205,5.715369351041249,12.192356039158534
DSC,0.7178793701073631,0.7350997311410369,8.550760869430574
DSD,-7.53765556668145,-14.967872589407117,-80.6857787462938
DSE,,,
DSG,-11.194462100866678,-24.892825514745866,-37.50412761476145
DSN,18.19822721918387,19.79729156791306,48.424028056890315
DSP,-16.021989861334223,-16.87691278458214,-138.18825503448988
DST,1.1141285039763913,1.1759724829989615,11.455851400864649
DSV,2.3525095154035993,17.208636678195266,1.8489372787759937
DTA,-0.7127709860531201,-2.0728638167839666,-8.838317942088512
DTB,8.041781162948398,15.316474368313676,6.459183621794779
DTC,4.556899651961161,15.68301101124748,5.026902543797664
DTD,8.350516952849363,27.436876443772874,24.093234007048373
DTE,0.87120239988052,2.4911349202486903,16.27413599054748
DTG,1.8563022998975462,3.9884496114950125,1.9622848921689016
DTH,0.8729350964950887,2.891432144117516,0.6925600186585519
DTI,0.032682273551387184,0.0341756464868183,0.586543455484026
DTJ,,,
DTK,2.9185385777774555,7.954968916465932,4.589830649135201
DTL,0.8750433016222143,2.1030851815481744,1.0723499735184356
DTP,18.214380337997433,27.033392852607108,18.750281149133148
DTT,5.172260915202273,7.00369711387399,5.534159511569432
DTV,20.079034816404345,21.781389562439003,4.364444614731329
DUS,9.573613109635087,13.2115052862496,8.402259186353996
DVC,2.3964552426184484,5.27721545663857,6.616334565434102
DVG,2.097936287174925,2.4203034344737318,6.377611125739942
DVM,2.6220982675063857,10.173885151579807,2.554078172442111
DVN,3.5371184888359894,7.421152374440941,4.06451912371838
DVP,17.02417861204301,18.520653114673472,45.867838977973776
DVW,7.496703953094137,13.563742937252353,11.838661455961638
DWC,0.20903370344027136,0.5270287031365102,0.967605260776692
DWS,2.5907489952675147,8.74367405897873,7.441835041304367
DXG,-0.7467137511339323,-1.9162141814407203,-6.021809705926022
DXL,1.772557929136564,4.4699413640907775,10.637491421202512
DXP,11.780658521418104,12.25793998050559,53.03142778618989
DXS,10.234648583154875,19.446358985904887,34.94811453845688
DXV,0.08093297944744841,0.09694249997172408,0.05749604026863099
DZM,0.7422953778563983,1.9997234097380652,0.5885151593147453
E12,0.18922943440867898,0.6180595614576007,0.2156061627886734
E1VFVN30,,,
E29,0.5298392658481332,3.732822735967993,0.43851453515746036
EBS,5.083211312682008,5.792445027397062,7.015119887844071
ECI,10.343704724444876,13.811282169280334,7.143375910161972
ECO,,,
EFI,-4.26515592992244,-4.374014050318823,-47.02519124711351
EGL,,,
EIB,0.667048848021653,6.362743460116806,
EIC,12.311722961638742,12.805943280050109,370.3488766183783
EID,10.416596550356108,16.227104063876517,7.479733323417142
EIN,1.461779893976737,5.07996848873341,22.737271045046565
ELC,2.0825134864121098,3.6563476741225056,3.8890603307061995
EME,1.21280670933587,2.0799096258482566,1.7743678838994743
EMG,10.575160153197263,15.680786526600855,11.756627946296337
EMS,8.59350073165482,24.391297281381892,2.9805701700487273
EPC,0.09751236742795687,0.1282746923913945,0.14058014189037923
EPH,7.5171702025490905,14.90155188167266,6.575303626288158
ESL,,,
ESO,,,
EVE,3.1083446277353834,4.453639690736618,4.916879328734445
EVF,0.7929520863000602,6.230664628050253,
EVG,1.8839518106362974,2.6090264212234593,2.522428621695973
EVS,6.504262695649143,7.353066875052891,16.27789172952998
FBA,,,
FBC,14.967869564859216,39.95245053390856,5.528224516049629
FCC,-112.26089851453507,-279.5133567445748,-302.92627501826115
FCM,3.4415288670900464,4.932603675908639,4.874250319166788
FCN,1.9702494512873647,5.337184848002213,4.235160563939389
FCS,-4.795618279008982,-45.38952823135363,-4.741492152585827
FDC,-2.6351735125407427,-4.436674081234095,-13.645938739468203
FGL,-15.628913252180308,-30.34623897638068,-271.9392522060173
FHH,3.0226308685962455,5.261324317727089,11.275808127313384
FHN,0.8409261259947827,3.3210429034242863,0.22013491795020698
FHS,1.132793489179536,8.627944862414667,0.4203287263474418
FIC,2.038553939195219,4.22211358984494,2.3314362684648855
FID,-1.6582351930826096,-1.7203343744011521,-4.924367727889961
FIR,6.690776339805006,9.900833411498553,24.64541976463818
FIT,1.5774372709602147,2.0597991550368406,7.013592841960324
FLC,0.8140060938495653,2.294199521928134,2.283400112646875
FMC,13.205237411005275,20.900295439667985,5.117821766854927
FOC,18.085356801764306,24.938729521472418,34.11425931879826
FOX,10.347015123512083,32.76519314974328,14.511406885955225
FPT,10.599777053213396,23.776331815030233,14.829654109471624
FRC,9.862009378728196,22.54461349633202,8.19797747757582
FRM,5.248788859510712,6.322921629210729,17.89276488633098
FRT,0.18963494806257547,0.8339303845471044,0.06968446844903375
FSO,-5.895341250242061,-6.139061026656808,-23.855479147792853
FT1,15.80780746325636,32.37245271874332,6.119100682857164
FTI,11.582967992451437,14.359125978975337,49.66438113347587
FTM,-13.426385122616685,-63.98316413905645,-246.06507274199708
FTS,5.02247209212194,7.744612408402649,42.26375469341502
FUCTVGF3,,,
FUCTVGF4,,,
FUCTVGF5,,,
FUCVREIT,,,
FUEABVND,,,
FUEBFVND,,,
FUEDCMID,,,
FUEFCV50,,,
FUEIP100,,,
FUEKIV30,,,
FUEKIVFS,,,
FUEKIVND,,,
FUEMAV30,,,
FUEMAVND,,,
FUESSV30,,,
FUESSV50,,,
FUESSVFL,,,
FUETCC50,,,
FUEVFVND,,,
FUEVN100,,,
FVN,,,
G20,,,
G30,,,
G36,1.1707597582340241,5.4639767824040835,2.504087295939609
GAB,0.35370519731593075,0.4898251218623309,0.2250592488882392
GAS,12.611917229412962,16.104732517962276,12.429711561298024
GCB,1.1742342694497512,1.6842181956210793,0.24727682439503354
GCF,,,
GDA,3.4326274526849194,11.807181563150307,2.3142216935600772
GDT,20.051312575792725,29.56259252417509,19.97402830428864
GDW,5.435949258690769,11.100733614538674,3.2494612345250777
GEE,4.553501372358359,18.017536132201638,4.0791556089731955
GEG,3.7946578145408334,8.505479201623505,19.752108912125262
GER,1.0393181954464024,1.6625144784103942,0.615338400253974
GEX,3.6080142099276977,11.92488261007967,5.458059113700737
GGG,-45.228789554393735,17.474237575515904,-37.71378559852406
GH3,2.489396408146657,5.787094441673787,2.5100382839012223
GHC,7.175651464206058,15.415135535088126,33.038364895582994
GIC,15.081443157873148,18.47694622164806,22.493606808704396
GIL,11.41850156533735,23.975205908322394,8.9470639605692
GKM,3.1376657777425847,5.783109564139731,6.142799664338744
GLC,-29.815407996030757,-49.986793979290525,-inf
