Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Năm,"KQKD. Doanh thu bán hàng và cung cấp dịch vụ
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Doanh thu thuần
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Doanh thu hoạt động tài chính
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Chi phí tài chính
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Trong đó: Chi phí lãi vay
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Lãi/lỗ từ công ty liên doanh
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Chi phí bán hàng
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Chi phí quản lý doanh  nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Lợi nhuận thuần từ hoạt động kinh doanh
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Lợi nhuận khác
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Lãi/ lỗ từ công ty liên doanh (trước 2015)
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Tổng lợi nhuận kế toán trước thuế
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Chi phí thuế thu nhập doanh nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Lợi nhuận sau thuế thu nhập doanh nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Lợi ích của cổ đông thiểu số
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Cổ đông của Công ty mẹ
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Lãi cơ bản trên cổ phiếu
Hợp nhất
Quý: Hàng năm
Năm: 2020
Đơn vị: Triệu VND","KQKD. Doanh thu bán hàng và cung cấp dịch vụ
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Doanh thu thuần
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Doanh thu hoạt động tài chính
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Chi phí tài chính
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Trong đó: Chi phí lãi vay
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Lãi/lỗ từ công ty liên doanh
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Chi phí bán hàng
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Chi phí quản lý doanh  nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Lợi nhuận thuần từ hoạt động kinh doanh
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Lợi nhuận khác
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Lãi/ lỗ từ công ty liên doanh (trước 2015)
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Tổng lợi nhuận kế toán trước thuế
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Chi phí thuế thu nhập doanh nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Lợi nhuận sau thuế thu nhập doanh nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Lợi ích của cổ đông thiểu số
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Cổ đông của Công ty mẹ
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Lãi cơ bản trên cổ phiếu
Hợp nhất
Quý: Hàng năm
Năm: 2021
Đơn vị: Triệu VND","KQKD. Doanh thu bán hàng và cung cấp dịch vụ
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Doanh thu thuần
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Doanh thu hoạt động tài chính
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Chi phí tài chính
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Trong đó: Chi phí lãi vay
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Lãi/lỗ từ công ty liên doanh
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Chi phí bán hàng
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Chi phí quản lý doanh  nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Lợi nhuận thuần từ hoạt động kinh doanh
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Lợi nhuận khác
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Lãi/ lỗ từ công ty liên doanh (trước 2015)
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Tổng lợi nhuận kế toán trước thuế
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Chi phí thuế thu nhập doanh nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Lợi nhuận sau thuế thu nhập doanh nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Lợi ích của cổ đông thiểu số
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Cổ đông của Công ty mẹ
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Lãi cơ bản trên cổ phiếu
Hợp nhất
Quý: Hàng năm
Năm: 2022
Đơn vị: Triệu VND","KQKD. Doanh thu bán hàng và cung cấp dịch vụ
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Doanh thu thuần
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Doanh thu hoạt động tài chính
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Chi phí tài chính
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Trong đó: Chi phí lãi vay
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Lãi/lỗ từ công ty liên doanh
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Chi phí bán hàng
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Chi phí quản lý doanh  nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Lợi nhuận thuần từ hoạt động kinh doanh
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Lợi nhuận khác
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Lãi/ lỗ từ công ty liên doanh (trước 2015)
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Tổng lợi nhuận kế toán trước thuế
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Chi phí thuế thu nhập doanh nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Lợi nhuận sau thuế thu nhập doanh nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Lợi ích của cổ đông thiểu số
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Cổ đông của Công ty mẹ
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Lãi cơ bản trên cổ phiếu
Hợp nhất
Quý: Hàng năm
Năm: 2023
Đơn vị: Tỷ VND","KQKD. Doanh thu bán hàng và cung cấp dịch vụ
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Doanh thu thuần
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Doanh thu hoạt động tài chính
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Chi phí tài chính
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Trong đó: Chi phí lãi vay
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Lãi/lỗ từ công ty liên doanh
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Chi phí bán hàng
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Chi phí quản lý doanh  nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Lợi nhuận thuần từ hoạt động kinh doanh
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Lợi nhuận khác
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Lãi/ lỗ từ công ty liên doanh (trước 2015)
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Tổng lợi nhuận kế toán trước thuế
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Chi phí thuế thu nhập doanh nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Lợi nhuận sau thuế thu nhập doanh nghiệp
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Lợi ích của cổ đông thiểu số
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Cổ đông của Công ty mẹ
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND","KQKD. Lãi cơ bản trên cổ phiếu
Hợp nhất
Quý: Hàng năm
Năm: 2024
Đơn vị: Tỷ VND"
ACB,ACB,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2020,,,,,,,,,,,,0.0,9595888000000.0,-1913065000000.0,7682823000000.0,0.0,7682823000000.0,3511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCM,Becamex IDC,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2020,6703803102596.0,6504738499599.0,3260634308545.0,25039446570.0,-591961628012.0,-582461642775.0,1128865017392.0,-703101802356.0,-649945356089.0,2469529986050.0,17321495219.0,0.0,2486851481269.0,-300840686551.0,2186010794718.0,200460461242.0,1985550333476.0,1731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BID,BIDV,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2020,,,,,,,,,,,,0.0,9026243000000.0,-1802678000000.0,7223565000000.0,-226943000000.0,6996622000000.0,1447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BVH,Tập đoàn Bảo Việt,HOSE,Tài chính,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,2020,38204891722825.0,34524044284544.0,-2040914480867.0,9495658687333.0,-1841912602607.0,,70011972612.0,0.0,-3756517474608.0,-5797431955475.0,11606822031.0,0.0,1953285808059.0,-303438835134.0,1649846972925.0,52258687656.0,1597588285269.0,2097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTG,VietinBank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2020,,,,,,,,,,,,0.0,17084849000000.0,-3327615000000.0,13757234000000.0,-63646000000.0,13693588000000.0,3678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPT,FPT Corp,HOSE,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Phần mềm,2020,29921698144296.0,29830400526824.0,11813657474727.0,821896424782.0,-548165211617.0,-385337754896.0,312193572178.0,-2713561338553.0,-4495366457586.0,5190654463931.0,72802166036.0,0.0,5263456629967.0,-839711412369.0,4423745217598.0,885737478776.0,3538007738822.0,4120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2020,64134965486838.0,64134965486838.0,11406015984511.0,1451117996323.0,-169134841287.0,-101218192497.0,-11351394583.0,-1943004886832.0,-769205023620.0,9964437834512.0,13626394185.0,0.0,9978064228697.0,-2006273008745.0,7971791219952.0,116835298013.0,7854955921939.0,4028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,21140408643143.0,21116314350816.0,4599195233204.0,2968395937100.0,-867058667345.0,-726129832902.0,319423213015.0,-442912025818.0,-1774060277264.0,4802983412892.0,1108191369036.0,0.0,5911174781928.0,-834821170678.0,5076353611250.0,1305623721619.0,3770729889631.0,943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDB,HDBank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2020,,,,,,,,,,,,0.0,5818222000000.0,-1171125000000.0,4647097000000.0,-398148000000.0,4248949000000.0,2667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPG,Hòa Phát,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,91279041771826.0,90118503426717.0,18904049904154.0,1004789766270.0,-2837406430588.0,-2191680923417.0,1964631764.0,-1090795558423.0,-690298504185.0,15292303808992.0,64662982709.0,0.0,15356966791701.0,-1850802734794.0,13506164056907.0,55864004095.0,13450300052812.0,2728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBB,MBBank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2020,,,,,,,,,,,,0.0,10688276000000.0,-2082237000000.0,8606039000000.0,-343380000000.0,8262659000000.0,2993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSN,Tập đoàn Masan,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2020,78868319000000.0,77217808000000.0,17888697000000.0,1430663000000.0,-4556671000000.0,-3770283000000.0,2640068000000.0,-13166087000000.0,-3040896000000.0,1195774000000.0,1129065000000.0,0.0,2324839000000.0,-929826000000.0,1395013000000.0,161031000000.0,1233982000000.0,1054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWG,Thế giới di động,HOSE,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2020,109801253690656.0,108546019665412.0,23954497272463.0,794121782667.0,-594151513751.0,-594003821021.0,-3706939471.0,-15333798830787.0,-3404431838167.0,5412529932954.0,-2794525601.0,0.0,5409735407353.0,-1489862697846.0,3919872709507.0,2104926348.0,3917767783159.0,8654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLX,Petrolimex,HOSE,,Dầu khí,Sản xuất Dầu khí,Sản xuất và Khai thác dầu khí,2020,124001495875733.0,123918650378651.0,10039936944255.0,916720519051.0,-951684580108.0,-706153423148.0,597129435647.0,-8591021707535.0,-819680790229.0,1191399821081.0,218181170963.0,0.0,1409580992044.0,-157008783712.0,1252572208332.0,264106922297.0,988465286035.0,686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POW,Điện lực Dầu khí Việt Nam,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,29731733707513.0,29731733707513.0,4580095071937.0,439870134267.0,-999377552484.0,-809234511179.0,44123893428.0,-35159174296.0,-1174311774374.0,2855240598478.0,19856836015.0,0.0,2875097434493.0,-212431349969.0,2662666084524.0,297651191083.0,2365014893441.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAB,SABECO,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia,2020,28135622624299.0,27961323837011.0,8501094784449.0,974401634870.0,-105449377566.0,-63681326473.0,267405919991.0,-2859036781083.0,-702005344515.0,6076410836146.0,35407489819.0,0.0,6111818325965.0,-1174972355711.0,4936845970254.0,213349110064.0,4723496860190.0,7145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHB,SHB,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2020,,,,,,,,,,,,0.0,3268000000000.0,-660988000000.0,2607012000000.0,0.0,2607012000000.0,1514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,SeABank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2020,,,,,,,,,,,,0.0,1728936000000.0,-368471000000.0,1360465000000.0,0.0,1360465000000.0,1219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSI,Chứng khoán SSI,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,2020,,4366801067963.0,2465005296908.0,208753551822.0,-937145051524.0,-829431323089.0,0.0,0.0,-184156140350.0,1552457656856.0,5095628207.0,0.0,1557553285063.0,-301621466108.0,1255931818955.0,-1440651877.0,1257372470832.0,1955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STB,Sacombank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2020,,,,,,,,,,,,0.0,3339280000000.0,-657299000000.0,2681981000000.0,0.0,2681981000000.0,1248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCB,Techcombank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2020,,,,,,,,,,,,0.0,15800296000000.0,-3217829000000.0,12582467000000.0,-257476000000.0,12324991000000.0,3515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPB,TPBank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2020,,,,,,,,,,,,0.0,4388523000000.0,-878334000000.0,3510189000000.0,0.0,3510189000000.0,3503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCB,Vietcombank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2020,,,,,,,,,,,,0.0,23049561000000.0,-4577043000000.0,18472518000000.0,-21207000000.0,18451311000000.0,4470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VHM,Vinhomes,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2020,71546737000000.0,71546737000000.0,25936077000000.0,20244792000000.0,-4019261000000.0,-3001572000000.0,18526000000.0,-2680833000000.0,-2193460000000.0,37305841000000.0,-789004000000.0,0.0,36516837000000.0,-8310297000000.0,28206540000000.0,855260000000.0,27351280000000.0,8315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIB,VIBBank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2020,,,,,,,,,,,,0.0,5803007000000.0,-1160673000000.0,4642334000000.0,0.0,4642334000000.0,4096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,VinGroup,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2020,110755497000000.0,110490033000000.0,17312806000000.0,31068411000000.0,-12804561000000.0,-11402385000000.0,-265278000000.0,-7253585000000.0,-13403089000000.0,14654704000000.0,-712149000000.0,0.0,13942555000000.0,-9396982000000.0,4545573000000.0,-919054000000.0,5464627000000.0,1691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
